diseaseUri	CIS	CISLabel
Q298230	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q298230	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q298230	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q298230	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q298230	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q298230	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q298230	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q298230	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q298230	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q298230	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q298230	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q298230	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q298230	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q298230	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q298230	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q298230	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q298230	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q298230	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q298230	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q298230	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q298230	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q298230	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q298230	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q298230	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q298230	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q298230	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q298230	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q298230	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q298230	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q298230	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q298230	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q298230	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q298230	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q298230	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q298230	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q298230	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q298230	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q298230	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q298230	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q298230	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q653971	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q653971	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q653971	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q653971	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q653971	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q653971	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q653971	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q653971	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q653971	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q653971	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q653971	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q653971	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q653971	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q653971	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q653971	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q653971	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q653971	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q653971	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q653971	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q653971	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q653971	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q653971	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q653971	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q653971	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q653971	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q653971	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q653971	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q653971	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q653971	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q653971	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q653971	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q653971	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q653971	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q653971	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q653971	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q653971	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q653971	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q653971	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q653971	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q653971	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q653971	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q653971	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q653971	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q653971	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q653971	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q653971	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q653971	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q653971	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q653971	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q653971	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q653971	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q653971	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q653971	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q653971	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q653971	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q653971	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q653971	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q653971	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q727153	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q727153	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q727153	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q727153	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q727153	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q727153	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q727153	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q727153	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q727153	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q727153	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q727153	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q727153	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q727153	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q727153	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q727153	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q727153	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q727153	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q727153	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q727153	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q727153	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q727153	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q727153	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q727153	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q727153	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q727153	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q727153	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q727153	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q727153	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q727153	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q727153	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q727153	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q727153	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q727153	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q727153	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q727153	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q727153	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q727153	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q727153	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q727153	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q727153	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q727153	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q727153	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q727153	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q727153	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q727153	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q727153	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q727153	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q727153	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q727153	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q727153	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q727153	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q727153	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q727153	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q727153	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q727153	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q727153	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q727153	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q727153	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q4003020	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q4003020	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q4003020	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q4003020	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q4003020	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q4003020	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q4003020	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q4003020	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q4003020	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q4003020	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q4003020	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q4003020	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q4003020	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q4003020	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q4003020	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q4003020	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q4003020	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q4003020	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q4003020	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q4003020	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q4003020	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q4003020	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q4003020	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q4003020	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q4003020	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q4003020	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q4003020	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q4003020	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q4003020	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q4003020	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q4003020	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q4003020	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q4003020	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q4003020	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q4003020	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q4003020	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q4003020	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q4003020	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q4003020	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q4003020	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q4003020	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q4003020	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q4003020	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q4003020	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q4003020	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q4003020	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q4003020	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q4003020	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q4003020	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q4003020	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q4003020	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q4003020	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q4003020	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q4003020	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q4003020	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q4003020	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q4003020	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q4003020	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q18968110	CIS64103828	MOPRAL 20 mg, gélule gastro-résistante
Q18968110	CIS63404013	ZOLTUM 20 mg, gélule gastro-résistante
Q18968110	CIS63976904	OMEPRAZOLE PHR LAB 10 mg, gélule gastro-résistante
Q18968110	CIS63777845	OMEPRAZOLE RATIO 20 mg, gélule gastro-résistante
Q18968110	CIS61337968	OMEPRAZOLE ACTAVIS 20 mg, gélule gastro-résistante
Q18968110	CIS62943125	OMEPRAZOLE SANDOZ 20 mg, gélule gastro-résistante
Q18968110	CIS63847628	OMEPRAZOLE TEVA 20 mg, gélule gastro-résistante
Q18968110	CIS60670215	OMEPRAZOLE ARROW GENERIQUES 20 mg, gélule gastro-résistante
Q18968110	CIS61193553	OMEPRAZOLE BIOGARAN CONSEIL 20 mg, gélule gastro-résistante
Q18968110	CIS63373386	OMEPRAZOLE BOUCHARA-RECORDATI 20 mg, gélule gastro-résistante
Q18968110	CIS64823562	OMEPRAZOLE RPG 20 mg, gélule gastro-résistante
Q18968110	CIS64702984	OMEPRAZOLE PHR LAB 20 mg, gélule gastro-résistante
Q18968110	CIS65665617	OMEPRAZOLE ARROW GENERIQUES 10 mg, gélule gastro-résistante
Q18968110	CIS66229366	OMEPRAZOLE ZENTIVA 10 mg, gélule gastro-résistante
Q18968110	CIS66042039	OMEPRAZOLE BOUCHARA RECORDATI 10 mg, gélule gastro-résistante
Q18968110	CIS66181042	OMEPRAZOLE ACTAVIS 10 mg, gélule gastro-résistante
Q18968110	CIS62543615	OMEPRAZOLE MYLAN PHARMA 10 mg, gélule gastro-résistante
Q18968110	CIS61565950	OMEPRAZOLE ALTER 20 mg, gélule gastro-résistante
Q18968110	CIS66443612	OMEPRAZOLE ISOMED 20 mg, gélule gastro-résistante
Q18968110	CIS62044256	MOPRALPRO 20 mg, comprimé gastro-résistant
Q18968110	CIS61624263	OMEPRAZOLE NEPENTHES 20 mg, gélule gastro-résistante
Q18968110	CIS62967375	OMEPRAZOLE EVOLUGEN 10 mg, gélule gastro-résistante
Q18968110	CIS60806188	OMEPRAZOLE ALMUS 20 mg, gélule gastro-résistante
Q18968110	CIS62112248	OMEPRAZOLE CRISTERS PHARMA 20 mg, gélule gastro-résistante
Q18968110	CIS61581456	OMEPRAZOLE KRKA 20 mg, gélule gastro-résistante
Q18968110	CIS64997342	OMEPRAZOLE ARROW LAB 10 mg, gélule gastro-résistante
Q18968110	CIS65658163	OMEPRAZOLE TEVA SANTE 10 mg, gélule gastro-résistante
Q18968110	CIS65692233	OMEPRAZOLE TEVA SANTE 20 mg, gélule gastro-résistante
Q18968110	CIS65830008	OMEPRAZOLE CRISTERS PHARMA 10 mg, gélule gastro-résistante
Q18968110	CIS65231460	OMEPRAZOLE TEVA CONSEIL 20 mg, gélule gastro-résistante
Q18968110	CIS64261479	OMEPRAZOLE RANBAXY 10 mg, gélule gastro-résistante
Q18968110	CIS61490953	OMEPRAZOLE RANBAXY 20 mg, gélule gastro-résistante
Q18968110	CIS62238446	OMEPRAZOLE ZYDUS FRANCE 20 mg, gélule gastro-résistante
Q18968110	CIS63244391	OMEPRAZOLE ZENTIVA LAB 20 mg, gélule gastro-résistante
Q18968110	CIS65204851	OMEPRAZOLE EVOLUGEN PHARMA 10 mg, gélule gastro-résistante
Q18968110	CIS65789433	OMEPRAZOLE EVOLUGEN PHARMA 20 mg, gélule gastro-résistante
Q18968110	CIS69276588	ZOLTUM 10 mg, gélule gastro-résistante
Q18968110	CIS69606819	MOPRAL 10 mg, gélule gastro-résistante
Q18968110	CIS67450136	OMEPRAZOLE BIOGARAN 10 mg, gélule gastro-résistante
Q18968110	CIS67434947	OMEPRAZOLE TEVA 10 mg, gélule gastro-résistante
Q18968110	CIS67319674	OMEPRAZOLE RPG 10 mg, gélule gastro-résistante
Q18968110	CIS67234658	OMEPRAZOLE MYLAN 40 mg, poudre pour solution pour perfusion
Q18968110	CIS67710783	OMEPRAZOLE CRISTERS 10 mg, gélule gastro-résistante
Q18968110	CIS67995040	OMEPRAZOLE BIOGARAN 20 mg, gélule gastro-résistante
Q18968110	CIS69036504	OMEPRAZOLE MYLAN CONSEIL 20 mg, gélule gastro-résistante
Q18968110	CIS67293756	OMEPRAZOLE ZENTIVA 20 mg, gélule gastro-résistante
Q18968110	CIS66772497	OMEPRAZOLE CRISTERS 20 mg, gélule gastro-résistante
Q18968110	CIS69138295	OMEPRAZOLE ARROW 40 mg, poudre pour solution pour perfusion
Q18968110	CIS69309166	OMEPRAZOLE ALTER 10 mg, gélule gastro-résistante
Q18968110	CIS68748071	OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante
Q18968110	CIS68605333	OMEPRAZOLE ALMUS 10 mg, gélule gastro-résistante
Q18968110	CIS68995940	OMEPRAZOLE SANDOZ CONSEIL 20 mg, gélule gastro-résistante
Q18968110	CIS69291960	OMEPRAZOLE MYLAN PHARMA 20 mg, gélule gastro-résistante
Q18968110	CIS69335481	OMEPRAZOLE ARROW LAB 20 mg, gélule gastro-résistante
Q18968110	CIS69503071	OMEPRAZOLE EG 10 mg, gélule gastro-résistante
Q18968110	CIS69792010	OMEPRAZOLE EG 20 mg, gélule gastro-résistante
Q18968110	CIS67575816	OMEPRAZOLE ZYDUS FRANCE 10 mg, gélule gastro-résistante
Q18968110	CIS69531932	OMEPRAZOLE ZENTIVA LAB 10 mg, gélule gastro-résistante
Q3108586	CIS67515370	BETAGAN 0,5 POUR CENT, collyre en solution
Q9294051	CIS67515370	BETAGAN 0,5 POUR CENT, collyre en solution
Q184559	CIS60703487	TAHOR 80 mg, comprimé pelliculé
Q184559	CIS63123849	CADUET 5 mg/10 mg, comprimé pelliculé
Q184559	CIS65364681	CADUET 10 mg/10 mg, comprimé pelliculé
Q184559	CIS60007437	ATORVASTATINE TEVA SANTE 40 mg, comprimé pelliculé
Q184559	CIS60786892	ATORVASTATINE ALMUS 10 mg, comprimé pelliculé
Q184559	CIS61098183	ATORVASTATINE MYLAN 80 mg, comprimé pelliculé
Q184559	CIS62738704	ATORVASTATINE ZYDUS FRANCE 80 mg, comprimé pelliculé
Q184559	CIS62041484	ATORVASTATINE ARROW LAB 20 mg, comprimé pelliculé
Q184559	CIS62047925	ATORVASTATINE ALTER 20 mg, comprimé pelliculé
Q184559	CIS63366057	ATORVASTATINE SANDOZ 80 mg, comprimé pelliculé
Q184559	CIS62847550	ATORVASTATINE ALMUS 20 mg, comprimé pelliculé
Q184559	CIS63688631	ATORVASTATINE ARROW LAB 40 mg, comprimé pelliculé
Q184559	CIS63644599	ATORVASTATINE MYLAN 10 mg, comprimé pelliculé
Q184559	CIS63471930	ATORVASTATINE BLUEFISH 10 mg, comprimé pelliculé
Q184559	CIS63974084	ATORVASTATINE ALTER 40 mg, comprimé pelliculé
Q184559	CIS63925105	ATORVASTATINE ZENTIVA LAB 80 mg, comprimé pelliculé
Q184559	CIS64054758	BONTEFEL 40 mg, comprimé pelliculé
Q184559	CIS64317593	BONTEFEL 80 mg, comprimé pelliculé
Q184559	CIS65384335	ATORVASTATINE EVOLUGEN 40 mg, comprimé pelliculé
Q184559	CIS66279287	ATORVASTATINE TEVA SANTE 10 mg, comprimé pelliculé
Q184559	CIS66331392	ATORVASTATINE TEVA SANTE 20 mg, comprimé pelliculé
Q184559	CIS65907376	ATORVASTATINE MYLAN 40 mg, comprimé pelliculé
Q184559	CIS66351950	ATORVASTATINE ZENTIVA LAB 20 mg, comprimé pelliculé
Q184559	CIS66249422	ATORVASTATINE BLUEFISH 40 mg, comprimé pelliculé
Q184559	CIS60386460	CADUET 10 mg/10 mg, comprimé pelliculé
Q184559	CIS61041022	ATORVASTATINE EG 80 mg, comprimé pelliculé
