ICD10	PMSI	diseaseName	Wikidata	UMLS	synonyms	abbreviation
S54.1	PMSI:DIAGNOSTIC-ICD10CHU|S54.1	Lésion nerf médian (avant bras)	n/a	n/a	n/a	n/a
S54.2	PMSI:DIAGNOSTIC-ICD10CHU|S54.2	Lésion nerf radial (avant bras)	n/a	n/a	n/a	n/a
S54.7	PMSI:DIAGNOSTIC-ICD10CHU|S54.7	Lésion traumatique de multiples nerfs au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S54.8	PMSI:DIAGNOSTIC-ICD10CHU|S54.8	Lésion traumatique d'autres nerfs au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S54.9	PMSI:DIAGNOSTIC-ICD10CHU|S54.9	Lésion d'un nerf non précisé, avant bras	n/a	n/a	n/a	n/a
S55.0	PMSI:DIAGNOSTIC-ICD10CHU|S55.0	Lésion traumatique de l'artère cubitale au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S55.1	PMSI:DIAGNOSTIC-ICD10CHU|S55.1	Lésion traumatique de l'artère radiale au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S55.2	PMSI:DIAGNOSTIC-ICD10CHU|S55.2	Lésion traumatique d'une veine au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S55.7	PMSI:DIAGNOSTIC-ICD10CHU|S55.7	Lésion traumatique de multiples vaisseaux sanguins au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S55.8	PMSI:DIAGNOSTIC-ICD10CHU|S55.8	Lésion traumatique d'autres vaisseaux sanguins au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S55.9	PMSI:DIAGNOSTIC-ICD10CHU|S55.9	Lésion d'un vaisseau non précisé, avant  bras	n/a	n/a	n/a	n/a
S56.0	PMSI:DIAGNOSTIC-ICD10CHU|S56.0	Lésion traumatique du muscle et du tendon fléchisseurs du pouce au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S56.1	PMSI:DIAGNOSTIC-ICD10CHU|S56.1	Lésion traumatique de muscles et de tendons fléchisseurs d'autres doigts au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S56.2	PMSI:DIAGNOSTIC-ICD10CHU|S56.2	Lésion traumatique d'un autre muscle et d'un autre tendon fléchisseurs au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S56.3	PMSI:DIAGNOSTIC-ICD10CHU|S56.3	Lésion traumatique muscles et tendons extenseurs et abducteurs pouce, au niveau avant-bras	n/a	n/a	n/a	n/a
S56.4	PMSI:DIAGNOSTIC-ICD10CHU|S56.4	Lésion traumatique muscles et tendons extenseurs d'autres doigts au niveau avant-bras	n/a	n/a	n/a	n/a
S56.5	PMSI:DIAGNOSTIC-ICD10CHU|S56.5	Lésion traumatique d'un autre muscle et d'un autre tendon extenseurs au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S56.7	PMSI:DIAGNOSTIC-ICD10CHU|S56.7	Lésion traumatique de multiples muscles et tendons au niveau de l'avant-bras	n/a	n/a	n/a	n/a
S56.8	PMSI:DIAGNOSTIC-ICD10CHU|S56.8	Lésion de muscles et de tendons NP, avant bras	n/a	n/a	n/a	n/a
S57.0	PMSI:DIAGNOSTIC-ICD10CHU|S57.0	Ecrasement du coude	n/a	n/a	n/a	n/a
S57.8	PMSI:DIAGNOSTIC-ICD10CHU|S57.8	Ecrasement d'autres parties de l'avant-bras	n/a	n/a	n/a	n/a
S57.9	PMSI:DIAGNOSTIC-ICD10CHU|S57.9	Ecrasement de l'avant-bras, partie non précisée	n/a	n/a	n/a	n/a
S58.0	PMSI:DIAGNOSTIC-ICD10CHU|S58.0	Amputation traumatique au niveau du coude	n/a	n/a	n/a	n/a
S58.1	PMSI:DIAGNOSTIC-ICD10CHU|S58.1	Amputation traumatique entre le coude et le poignet	n/a	n/a	n/a	n/a
S58.9	PMSI:DIAGNOSTIC-ICD10CHU|S58.9	Amputation traumatique de l'avant-bras	n/a	n/a	n/a	n/a
S59.8	PMSI:DIAGNOSTIC-ICD10CHU|S59.8	Autres lésions traumatiques précisées de l'avant-bras	n/a	n/a	n/a	n/a
S59.9	PMSI:DIAGNOSTIC-ICD10CHU|S59.9	Lésion traumatique de l'avant-bras, sans précision	n/a	n/a	n/a	n/a
S60.0	PMSI:DIAGNOSTIC-ICD10CHU|S60.0	Contusion de(s) doigt(s) sans lésion de l'ongle	n/a	n/a	n/a	n/a
S60.1	PMSI:DIAGNOSTIC-ICD10CHU|S60.1	Contusion de(s) doigt(s) avec lésion de l'ongle	n/a	n/a	n/a	n/a
S60.7	PMSI:DIAGNOSTIC-ICD10CHU|S60.7	Dermabrasions multiples du poignet et de la main	n/a	n/a	n/a	n/a
S60.8	PMSI:DIAGNOSTIC-ICD10CHU|S60.8	Autres lésions traumatiques superficielles du poignet et de la main	n/a	n/a	n/a	n/a
S60.9	PMSI:DIAGNOSTIC-ICD10CHU|S60.9	Contusion poignet/main, SP	n/a	n/a	n/a	n/a
S61.0	PMSI:DIAGNOSTIC-ICD10CHU|S61.0	Plaie de(s) doigt(s) sans lésion de l'ongle	n/a	n/a	n/a	n/a
S61.7	PMSI:DIAGNOSTIC-ICD10CHU|S61.7	Plaies multiples du poignet et de la main	n/a	n/a	n/a	n/a
S61.8	PMSI:DIAGNOSTIC-ICD10CHU|S61.8	Plaie d'autres parties du poignet et de la main	n/a	n/a	n/a	n/a
S61.9	PMSI:DIAGNOSTIC-ICD10CHU|S61.9	Plaie ouverte du poignet et de la main, partie non précisée	n/a	n/a	n/a	n/a
S62.00	PMSI:DIAGNOSTIC-ICD10CHU|S62.00	Fracture du scaphoïde /fermé	n/a	n/a	n/a	n/a
S62.01	PMSI:DIAGNOSTIC-ICD10CHU|S62.01	Fracture du scaphoïde /ouvert	n/a	n/a	n/a	n/a
S62.10	PMSI:DIAGNOSTIC-ICD10CHU|S62.10	Fracture d'autre(s) os du carpe /fermé	n/a	n/a	n/a	n/a
S62.11	PMSI:DIAGNOSTIC-ICD10CHU|S62.11	Fracture d'autre(s) os du carpe /ouvert	n/a	n/a	n/a	n/a
S62.20	PMSI:DIAGNOSTIC-ICD10CHU|S62.20	Fracture du 1er métacarpien /fermé	n/a	n/a	n/a	n/a
S62.21	PMSI:DIAGNOSTIC-ICD10CHU|S62.21	Fracture du 1er métacarpien /ouvert	n/a	n/a	n/a	n/a
S62.30	PMSI:DIAGNOSTIC-ICD10CHU|S62.30	Fracture d'un autre métacarpien /fermé	n/a	n/a	n/a	n/a
S62.31	PMSI:DIAGNOSTIC-ICD10CHU|S62.31	Fracture d'un autre métacarpien /ouvert	n/a	n/a	n/a	n/a
S62.40	PMSI:DIAGNOSTIC-ICD10CHU|S62.40	Fractures de plusieurs métacarpiens /fermé	n/a	n/a	n/a	n/a
S62.41	PMSI:DIAGNOSTIC-ICD10CHU|S62.41	Fractures de plusieurs métacarpiens /ouvert	n/a	n/a	n/a	n/a
S62.50	PMSI:DIAGNOSTIC-ICD10CHU|S62.50	Fracture du pouce /fermé	n/a	n/a	n/a	n/a
S62.51	PMSI:DIAGNOSTIC-ICD10CHU|S62.51	Fracture du pouce /ouvert	n/a	n/a	n/a	n/a
S62.60	PMSI:DIAGNOSTIC-ICD10CHU|S62.60	Fracture d'un autre doigt /fermé	n/a	n/a	n/a	n/a
S62.70	PMSI:DIAGNOSTIC-ICD10CHU|S62.70	Fractures de plusieurs doigts /fermé	n/a	n/a	n/a	n/a
S62.71	PMSI:DIAGNOSTIC-ICD10CHU|S62.71	Fractures de plusieurs doigts /ouvert	n/a	n/a	n/a	n/a
S62.80	PMSI:DIAGNOSTIC-ICD10CHU|S62.80	Fracture fermée de parties autres et non précisées du poignet et de la main	n/a	n/a	n/a	n/a
S62.81	PMSI:DIAGNOSTIC-ICD10CHU|S62.81	Fracture ouverte de parties autres et non précisées du poignet et de la main	n/a	n/a	n/a	n/a
S63.0	PMSI:DIAGNOSTIC-ICD10CHU|S63.0	Luxation du poignet	n/a	n/a	n/a	n/a
S63.1	PMSI:DIAGNOSTIC-ICD10CHU|S63.1	Luxation du doigt	n/a	n/a	n/a	n/a
S63.2	PMSI:DIAGNOSTIC-ICD10CHU|S63.2	Luxations multiples des doigts	n/a	n/a	n/a	n/a
S63.3	PMSI:DIAGNOSTIC-ICD10CHU|S63.3	Entorse grave du poignet et du carpe	n/a	n/a	n/a	n/a
S63.4	PMSI:DIAGNOSTIC-ICD10CHU|S63.4	Entorse grave du doigt	n/a	n/a	n/a	n/a
S63.5	PMSI:DIAGNOSTIC-ICD10CHU|S63.5	Entorse et foulure du poignet	n/a	n/a	n/a	n/a
S63.6	PMSI:DIAGNOSTIC-ICD10CHU|S63.6	Entorse et foulure de doigt(s)	n/a	n/a	n/a	n/a
S63.7	PMSI:DIAGNOSTIC-ICD10CHU|S63.7	Entorse et foulure d'articulations autres et non précisées de la main	n/a	n/a	n/a	n/a
S64.0	PMSI:DIAGNOSTIC-ICD10CHU|S64.0	Lésion du nerf cubital	n/a	n/a	n/a	n/a
S64.1	PMSI:DIAGNOSTIC-ICD10CHU|S64.1	Lésion du nerf médian	n/a	n/a	n/a	n/a
S64.2	PMSI:DIAGNOSTIC-ICD10CHU|S64.2	Lésion du nerf radial	n/a	n/a	n/a	n/a
S64.3	PMSI:DIAGNOSTIC-ICD10CHU|S64.3	Lésion traumatique du nerf collatéral du pouce	n/a	n/a	n/a	n/a
S64.4	PMSI:DIAGNOSTIC-ICD10CHU|S64.4	Lésion traumatique du nerf collatéral d'un autre doigt	n/a	n/a	n/a	n/a
S64.7	PMSI:DIAGNOSTIC-ICD10CHU|S64.7	Lésion traumatique de multiples nerfs niveau poignet et main	n/a	n/a	n/a	n/a
S64.8	PMSI:DIAGNOSTIC-ICD10CHU|S64.8	Lésion traumatique d'autres nerfs niveau poignet et main	n/a	n/a	n/a	n/a
S65.0	PMSI:DIAGNOSTIC-ICD10CHU|S65.0	Lésion de l'artère cubitale	n/a	n/a	n/a	n/a
S65.1	PMSI:DIAGNOSTIC-ICD10CHU|S65.1	Lésion de l'artère radiale	n/a	n/a	n/a	n/a
S65.2	PMSI:DIAGNOSTIC-ICD10CHU|S65.2	Lésion traumatique de l'arc palmaire superficiel	n/a	n/a	n/a	n/a
S65.3	PMSI:DIAGNOSTIC-ICD10CHU|S65.3	Lésion traumatique de l'arc palmaire profond	n/a	n/a	n/a	n/a
S65.4	PMSI:DIAGNOSTIC-ICD10CHU|S65.4	Lésion traumatique de vaisseaux sanguins du pouce	n/a	n/a	n/a	n/a
S65.5	PMSI:DIAGNOSTIC-ICD10CHU|S65.5	Lésion traumatique de vaisseaux sanguins d'un autre doigt	n/a	n/a	n/a	n/a
S65.8	PMSI:DIAGNOSTIC-ICD10CHU|S65.8	Lésion traumatique d'autres vaisseaux sanguins niveau poignet et main	n/a	n/a	n/a	n/a
S65.9	PMSI:DIAGNOSTIC-ICD10CHU|S65.9	Lésion d'un vaisseau sanguin NP, main /poignet	n/a	n/a	n/a	n/a
S66.0	PMSI:DIAGNOSTIC-ICD10CHU|S66.0	Lésion traumatique du muscle et du tendon longs fléchisseurs du pouce niveau poignet et main	n/a	n/a	n/a	n/a
S66.1	PMSI:DIAGNOSTIC-ICD10CHU|S66.1	Lésion traumatique du muscle et du tendon fléchisseurs d'un autre doigt niveau poignet et main	n/a	n/a	n/a	n/a
S66.2	PMSI:DIAGNOSTIC-ICD10CHU|S66.2	Lésion traumatique du muscle et du tendon extenseurs du pouce niveau poignet et main	n/a	n/a	n/a	n/a
S66.3	PMSI:DIAGNOSTIC-ICD10CHU|S66.3	Lésion traumatique du muscle et du tendon extenseurs d'un autre doigt niveau poignet et main	n/a	n/a	n/a	n/a
S66.4	PMSI:DIAGNOSTIC-ICD10CHU|S66.4	Lésion traumatique de muscles et de tendons intrinsèques du pouce niveau poignet et main	n/a	n/a	n/a	n/a
S66.5	PMSI:DIAGNOSTIC-ICD10CHU|S66.5	Lésion traumatique de muscles et de tendons intrinsèques d'un autre doigt, poignet et main	n/a	n/a	n/a	n/a
S66.6	PMSI:DIAGNOSTIC-ICD10CHU|S66.6	Lésion traumatique de multiples muscles et tendons fléchisseurs niveau poignet et main	n/a	n/a	n/a	n/a
S66.7	PMSI:DIAGNOSTIC-ICD10CHU|S66.7	Lésion traumatique de multiples muscles et tendons extenseurs niveau poignet et main	n/a	n/a	n/a	n/a
S66.8	PMSI:DIAGNOSTIC-ICD10CHU|S66.8	Lésion traumatique d'autres muscles et tendons niveau poignet et main	n/a	n/a	n/a	n/a
S66.9	PMSI:DIAGNOSTIC-ICD10CHU|S66.9	Lésion d'un muscle et d'un tendon, SP	n/a	n/a	n/a	n/a
S67.0	PMSI:DIAGNOSTIC-ICD10CHU|S67.0	Ecrasement du pouce et d'autre(s) doigt(s)	n/a	n/a	n/a	n/a
S68.0	PMSI:DIAGNOSTIC-ICD10CHU|S68.0	Amputation du pouce	n/a	n/a	n/a	n/a
S68.1	PMSI:DIAGNOSTIC-ICD10CHU|S68.1	Amputation d'un autre doigt	n/a	n/a	n/a	n/a
S68.2	PMSI:DIAGNOSTIC-ICD10CHU|S68.2	Amputation traumatique de deux doigts ou plus (complète) (partielle)	n/a	n/a	n/a	n/a
S68.3	PMSI:DIAGNOSTIC-ICD10CHU|S68.3	Amputation traumatique de parties de doigts et d'autres parties du poignet et de la main	n/a	n/a	n/a	n/a
S68.4	PMSI:DIAGNOSTIC-ICD10CHU|S68.4	Amputation de la main	n/a	n/a	n/a	n/a
S68.8	PMSI:DIAGNOSTIC-ICD10CHU|S68.8	Amputation traumatique d'autres parties du poignet et de la main	n/a	n/a	n/a	n/a
S68.9	PMSI:DIAGNOSTIC-ICD10CHU|S68.9	Amputation traumatique du poignet et de la main, niveau non précisé	n/a	n/a	n/a	n/a
S69.8	PMSI:DIAGNOSTIC-ICD10CHU|S69.8	Autres lésions traumatiques précisées du poignet et de la main	n/a	n/a	n/a	n/a
S70.0	PMSI:DIAGNOSTIC-ICD10CHU|S70.0	Contusion de la hanche	n/a	n/a	n/a	n/a
S70.1	PMSI:DIAGNOSTIC-ICD10CHU|S70.1	Contusion de la cuisse	n/a	n/a	n/a	n/a
S70.8	PMSI:DIAGNOSTIC-ICD10CHU|S70.8	Autres lésions traumatiques superficielles de la hanche et de la cuisse	n/a	n/a	n/a	n/a
S70.9	PMSI:DIAGNOSTIC-ICD10CHU|S70.9	Lésion traumatique superficielle de la hanche et de la cuisse, sans précision	n/a	n/a	n/a	n/a
M86.48	PMSI:DIAGNOSTIC-ICD10CHU|M86.48	Ostéomyélite chronique avec fistule de drainage - Autres localisations	n/a	n/a	n/a	n/a
M86.5	PMSI:DIAGNOSTIC-ICD10CHU|M86.5	Autres ostéomyélites hématogènes chroniques	n/a	n/a	n/a	n/a
M86.50	PMSI:DIAGNOSTIC-ICD10CHU|M86.50	Autres ostéomyélites hématogènes chroniques - Sièges multiples	n/a	n/a	n/a	n/a
M86.51	PMSI:DIAGNOSTIC-ICD10CHU|M86.51	Autres ostéomyélites hématogènes chroniques - Région scapulaire	n/a	n/a	n/a	n/a
M86.55	PMSI:DIAGNOSTIC-ICD10CHU|M86.55	Autres ostéomyélites hématogènes chroniques - Région pelvienne et cuisse	n/a	n/a	n/a	n/a
M86.56	PMSI:DIAGNOSTIC-ICD10CHU|M86.56	Autres ostéomyélites hématogènes chroniques - Jambe	n/a	n/a	n/a	n/a
M86.57	PMSI:DIAGNOSTIC-ICD10CHU|M86.57	Autres ostéomyélites hématogènes chroniques - Cheville et pied	n/a	n/a	n/a	n/a
M86.58	PMSI:DIAGNOSTIC-ICD10CHU|M86.58	Autres ostéomyélites hématogènes chroniques - Autres localisations	n/a	n/a	n/a	n/a
M86.59	PMSI:DIAGNOSTIC-ICD10CHU|M86.59	Autres ostéomyélites hématogènes chroniques - Siège non précisé	n/a	n/a	n/a	n/a
M86.6	PMSI:DIAGNOSTIC-ICD10CHU|M86.6	Autres ostéomyélites chroniques	n/a	n/a	n/a	n/a
M86.60	PMSI:DIAGNOSTIC-ICD10CHU|M86.60	Autres ostéomyélites chroniques - Sièges multiples	n/a	n/a	n/a	n/a
M86.61	PMSI:DIAGNOSTIC-ICD10CHU|M86.61	Autres ostéomyélites chroniques - Région scapulaire	n/a	n/a	n/a	n/a
M86.62	PMSI:DIAGNOSTIC-ICD10CHU|M86.62	Autres ostéomyélites chroniques - Bras	n/a	n/a	n/a	n/a
M86.63	PMSI:DIAGNOSTIC-ICD10CHU|M86.63	Autres ostéomyélites chroniques - Avant-bras	n/a	n/a	n/a	n/a
M86.64	PMSI:DIAGNOSTIC-ICD10CHU|M86.64	Autres ostéomyélites chroniques - Main	n/a	n/a	n/a	n/a
M86.65	PMSI:DIAGNOSTIC-ICD10CHU|M86.65	Autres ostéomyélites chroniques - Région pelvienne et cuisse	n/a	n/a	n/a	n/a
M86.66	PMSI:DIAGNOSTIC-ICD10CHU|M86.66	Autres ostéomyélites chroniques - Jambe	n/a	n/a	n/a	n/a
M86.68	PMSI:DIAGNOSTIC-ICD10CHU|M86.68	Autres ostéomyélites chroniques - Autres localisations	n/a	n/a	n/a	n/a
M86.8	PMSI:DIAGNOSTIC-ICD10CHU|M86.8	Autres ostéomyélites	n/a	n/a	n/a	n/a
M86.81	PMSI:DIAGNOSTIC-ICD10CHU|M86.81	Autres ostéomyélites - Région scapulaire	n/a	n/a	n/a	n/a
M86.82	PMSI:DIAGNOSTIC-ICD10CHU|M86.82	Autres ostéomyélites - Bras	n/a	n/a	n/a	n/a
M86.83	PMSI:DIAGNOSTIC-ICD10CHU|M86.83	Autres ostéomyélites - Avant-bras	n/a	n/a	n/a	n/a
M86.84	PMSI:DIAGNOSTIC-ICD10CHU|M86.84	Autres ostéomyélites - Main	n/a	n/a	n/a	n/a
M86.86	PMSI:DIAGNOSTIC-ICD10CHU|M86.86	Autres ostéomyélites - Jambe	n/a	n/a	n/a	n/a
M86.87	PMSI:DIAGNOSTIC-ICD10CHU|M86.87	Autres ostéomyélites - Cheville et pied	n/a	n/a	n/a	n/a
M86.88	PMSI:DIAGNOSTIC-ICD10CHU|M86.88	Autres ostéomyélites - Autres localisations	n/a	n/a	n/a	n/a
M86.89	PMSI:DIAGNOSTIC-ICD10CHU|M86.89	Autres ostéomyélites - Siège non précisé	n/a	n/a	n/a	n/a
M86.9	PMSI:DIAGNOSTIC-ICD10CHU|M86.9	Ostéomyélite, sans précision	n/a	n/a	n/a	n/a
M86.91	PMSI:DIAGNOSTIC-ICD10CHU|M86.91	Ostéomyélite, sans précision - Région scapulaire	n/a	n/a	n/a	n/a
M86.92	PMSI:DIAGNOSTIC-ICD10CHU|M86.92	Ostéomyélite, sans précision - Bras	n/a	n/a	n/a	n/a
M86.93	PMSI:DIAGNOSTIC-ICD10CHU|M86.93	Ostéomyélite, sans précision - Avant-bras	n/a	n/a	n/a	n/a
M86.94	PMSI:DIAGNOSTIC-ICD10CHU|M86.94	Ostéomyélite, sans précision - Main	n/a	n/a	n/a	n/a
M86.95	PMSI:DIAGNOSTIC-ICD10CHU|M86.95	Ostéomyélite, sans précision - Région pelvienne et cuisse	n/a	n/a	n/a	n/a
M86.96	PMSI:DIAGNOSTIC-ICD10CHU|M86.96	Ostéomyélite, sans précision - Jambe	n/a	n/a	n/a	n/a
M86.97	PMSI:DIAGNOSTIC-ICD10CHU|M86.97	Ostéomyélite, sans précision - Cheville et pied	n/a	n/a	n/a	n/a
M86.99	PMSI:DIAGNOSTIC-ICD10CHU|M86.99	Ostéomyélite SP, siège NP	n/a	n/a	n/a	n/a
M8600/0	PMSI:DIAGNOSTIC-ICD10CHU|M8600/0	Thécome, SAI (C56.9)	n/a	n/a	n/a	n/a
M8602/0	PMSI:DIAGNOSTIC-ICD10CHU|M8602/0	Tumeur stromale sclérosante (C56.9)	n/a	n/a	n/a	n/a
M8620/1	PMSI:DIAGNOSTIC-ICD10CHU|M8620/1	Tumeur de la granulosa de type adulte (C56.9)	n/a	n/a	n/a	n/a
M8620/3	PMSI:DIAGNOSTIC-ICD10CHU|M8620/3	Tumeur maligne de la granulosa (C56.9)	n/a	n/a	n/a	n/a
M8632/1	PMSI:DIAGNOSTIC-ICD10CHU|M8632/1	Gynandroblastome (C56.9)	n/a	n/a	n/a	n/a
M8640/1	PMSI:DIAGNOSTIC-ICD10CHU|M8640/1	Tumeur à cellules de Sertoli, SAI	n/a	n/a	n/a	n/a
M8650/0	PMSI:DIAGNOSTIC-ICD10CHU|M8650/0	Tumeur bénigne à cellules de Leydig (C62.-)	n/a	n/a	n/a	n/a
M8650/1	PMSI:DIAGNOSTIC-ICD10CHU|M8650/1	Tumeur à cellules de Leydig, SAI (C62.-)	n/a	n/a	n/a	n/a
M8650/3	PMSI:DIAGNOSTIC-ICD10CHU|M8650/3	Tumeur maligne à cellules de Leydig (C62.-)	n/a	n/a	n/a	n/a
M8660/0	PMSI:DIAGNOSTIC-ICD10CHU|M8660/0	Tumeur à cellules du hile (C56.9)	n/a	n/a	n/a	n/a
M8670/0	PMSI:DIAGNOSTIC-ICD10CHU|M8670/0	Tumeur à cellules lipoïdiques de l¿ovaire (C56.9)	n/a	n/a	n/a	n/a
M8671/0	PMSI:DIAGNOSTIC-ICD10CHU|M8671/0	Tumeur des vestiges surrénaliens	n/a	n/a	n/a	n/a
M8680/0	PMSI:DIAGNOSTIC-ICD10CHU|M8680/0	Paragangliome bénin	n/a	n/a	n/a	n/a
M8680/1	PMSI:DIAGNOSTIC-ICD10CHU|M8680/1	Paragangliome, SAI	n/a	n/a	n/a	n/a
M8680/3	PMSI:DIAGNOSTIC-ICD10CHU|M8680/3	Paragangliome malin	n/a	n/a	n/a	n/a
M8682/1	PMSI:DIAGNOSTIC-ICD10CHU|M8682/1	Parasympathetic paraganglioma	n/a	n/a	n/a	n/a
M8683/0	PMSI:DIAGNOSTIC-ICD10CHU|M8683/0	Paragangliome gangliocytaire (C17.0)	n/a	n/a	n/a	n/a
M8691/1	PMSI:DIAGNOSTIC-ICD10CHU|M8691/1	Tumeur du corpuscule aortique (C75.5)	n/a	n/a	n/a	n/a
M8692/1	PMSI:DIAGNOSTIC-ICD10CHU|M8692/1	Tumeur du corpuscule carotidien (C75.4)	n/a	n/a	n/a	n/a
M87.0	PMSI:DIAGNOSTIC-ICD10CHU|M87.0	Ostéonécrose aseptique idiopathique	Q503629	n/a	n/a	n/a
M87.00	PMSI:DIAGNOSTIC-ICD10CHU|M87.00	Ostéonécrose aseptique idiopathique - Sièges multiples	n/a	n/a	n/a	n/a
M87.01	PMSI:DIAGNOSTIC-ICD10CHU|M87.01	Ostéonécrose aseptique idiopathique - Région scapulaire	n/a	n/a	n/a	n/a
M87.02	PMSI:DIAGNOSTIC-ICD10CHU|M87.02	Ostéonécrose aseptique idiopathique - Bras	n/a	n/a	n/a	n/a
M87.03	PMSI:DIAGNOSTIC-ICD10CHU|M87.03	Ostéonécrose aseptique idiopathique - Avant-bras	n/a	n/a	n/a	n/a
M87.04	PMSI:DIAGNOSTIC-ICD10CHU|M87.04	Ostéonécrose aseptique idiopathique - Main	n/a	n/a	n/a	n/a
M87.05	PMSI:DIAGNOSTIC-ICD10CHU|M87.05	Ostéonécrose aseptique idiopathique - Région pelvienne et cuisse	n/a	n/a	n/a	n/a
M87.06	PMSI:DIAGNOSTIC-ICD10CHU|M87.06	Ostéonécrose aseptique idiopathique - Jambe	n/a	n/a	n/a	n/a
M87.07	PMSI:DIAGNOSTIC-ICD10CHU|M87.07	Ostéonécrose aseptique idiopathique - Cheville et pied	n/a	n/a	n/a	n/a
M87.08	PMSI:DIAGNOSTIC-ICD10CHU|M87.08	Ostéonécrose aseptique idiopathique - Autres localisations	n/a	n/a	n/a	n/a
M87.09	PMSI:DIAGNOSTIC-ICD10CHU|M87.09	Ostéonécrose aseptique idiopathique - Siège non précisé	n/a	n/a	n/a	n/a
M87.1	PMSI:DIAGNOSTIC-ICD10CHU|M87.1	Ostéonécrose médicamenteuse	Q503629	n/a	n/a	n/a
M87.10	PMSI:DIAGNOSTIC-ICD10CHU|M87.10	Ostéonécrose médicamenteuse - Sièges multiples	n/a	n/a	n/a	n/a
M87.11	PMSI:DIAGNOSTIC-ICD10CHU|M87.11	Ostéonécrose médicamenteuse - Région scapulaire	n/a	n/a	n/a	n/a
M87.14	PMSI:DIAGNOSTIC-ICD10CHU|M87.14	Ostéonécrose médicamenteuse - Main	n/a	n/a	n/a	n/a
M87.15	PMSI:DIAGNOSTIC-ICD10CHU|M87.15	Ostéonécrose médicamenteuse - Région pelvienne et cuisse	n/a	n/a	n/a	n/a
M87.16	PMSI:DIAGNOSTIC-ICD10CHU|M87.16	Ostéonécrose médicamenteuse - Jambe	n/a	n/a	n/a	n/a
M87.17	PMSI:DIAGNOSTIC-ICD10CHU|M87.17	Ostéonécrose médicamenteuse - Cheville et pied	n/a	n/a	n/a	n/a
M87.19	PMSI:DIAGNOSTIC-ICD10CHU|M87.19	Ostéonécrose médicamenteuse - Siège non précisé	n/a	n/a	n/a	n/a
M87.20	PMSI:DIAGNOSTIC-ICD10CHU|M87.20	Ostéonécrose due à un traumatisme antérieur - Sièges multiples	n/a	n/a	n/a	n/a
M87.21	PMSI:DIAGNOSTIC-ICD10CHU|M87.21	Ostéonécrose due à un traumatisme antérieur - Région scapulaire	n/a	n/a	n/a	n/a
M87.22	PMSI:DIAGNOSTIC-ICD10CHU|M87.22	Ostéonécrose due à un traumatisme antérieur - Bras	n/a	n/a	n/a	n/a
M87.23	PMSI:DIAGNOSTIC-ICD10CHU|M87.23	Ostéonécrose due à un traumatisme antérieur - Avant-bras	n/a	n/a	n/a	n/a
M87.24	PMSI:DIAGNOSTIC-ICD10CHU|M87.24	Ostéonécrose due à un traumatisme antérieur - Main	n/a	n/a	n/a	n/a
M87.25	PMSI:DIAGNOSTIC-ICD10CHU|M87.25	Ostéonécrose due à un traumatisme antérieur - Région pelvienne et cuisse	n/a	n/a	n/a	n/a
M87.26	PMSI:DIAGNOSTIC-ICD10CHU|M87.26	Ostéonécrose due à un traumatisme antérieur - Jambe	n/a	n/a	n/a	n/a
M87.27	PMSI:DIAGNOSTIC-ICD10CHU|M87.27	Ostéonécrose due à un traumatisme antérieur - Cheville et pied	n/a	n/a	n/a	n/a
M87.28	PMSI:DIAGNOSTIC-ICD10CHU|M87.28	Ostéonécrose due à un traumatisme antérieur - Autres localisations	n/a	n/a	n/a	n/a
M87.3	PMSI:DIAGNOSTIC-ICD10CHU|M87.3	Autres ostéonécroses secondaires	Q503629	n/a	n/a	n/a
M87.30	PMSI:DIAGNOSTIC-ICD10CHU|M87.30	Autres ostéonécroses secondaires - Sièges multiples	n/a	n/a	n/a	n/a
M87.31	PMSI:DIAGNOSTIC-ICD10CHU|M87.31	Autres ostéonécroses secondaires - Région scapulaire	n/a	n/a	n/a	n/a
M87.32	PMSI:DIAGNOSTIC-ICD10CHU|M87.32	Autres ostéonécroses secondaires - Bras	n/a	n/a	n/a	n/a
M87.34	PMSI:DIAGNOSTIC-ICD10CHU|M87.34	Autres ostéonécroses secondaires - Main	n/a	n/a	n/a	n/a
M87.35	PMSI:DIAGNOSTIC-ICD10CHU|M87.35	Autres ostéonécroses secondaires - Région pelvienne et cuisse	n/a	n/a	n/a	n/a
M87.37	PMSI:DIAGNOSTIC-ICD10CHU|M87.37	Autres ostéonécroses secondaires - Cheville et pied	n/a	n/a	n/a	n/a
M87.38	PMSI:DIAGNOSTIC-ICD10CHU|M87.38	Autres ostéonécroses secondaires - Autres localisations	n/a	n/a	n/a	n/a
M87.39	PMSI:DIAGNOSTIC-ICD10CHU|M87.39	Autres ostéonécroses secondaires - Siège non précisé	n/a	n/a	n/a	n/a
M87.8	PMSI:DIAGNOSTIC-ICD10CHU|M87.8	Autres ostéonécroses	Q1652102	n/a	n/a	n/a
