diseaseWikidata	prefLabel	wikidata	CUI	synonyms	weight
Q83319	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q133780	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q155098	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q155857	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q167178	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q167264	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q243257	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q326638	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q705906	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q706845	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q2076966	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q2600216	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q3281303	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q6972442	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q11627066	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q14509067	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q18371582	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q27675547	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q52440562	rash	Q653197	['C0015230']	['exantheme', 'exanthème', 'rash sai', 'efflorescence', 'rash cutané', 'eruption', 'éruption cutanée', 'rash (non spécifique)', 'rash et autre éruption cutanée non spécifique', 'rash']	0.05
Q1472	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q6853	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q30953	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q133087	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q154869	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q154874	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q164727	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q167264	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q188297	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q201989	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q203133	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q209733	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q220193	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q243257	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q326638	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q683861	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q738292	arthralgie	Q683498	['C0003862']	"['algie articulaire', 'douleur articulaire', 'gêne articulaire', 'articulations endolories', 'douleur de type arthritique', 'arthralgie', 'articulation douloureuse', 'douleur articulaire, site non précisé', ""douleur d'allure arthritique"", 'douleur dans une articulation', 'articulations douloureuses']"	0.042
Q12152	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q29496	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q35869	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q47912	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q164818	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q167264	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q190805	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q203601	douleur thoracique	Q693058	['C0008031']	['douleur du thorax', 'douleur thoracique non spécifique', 'douleur dans la poitrine', 'douleur thoracique', 'douleur thoracique non précisée', 'thoracalgie']	0.083
Q208562	pied plat	Q653200	['C0016202', 'C0264133']	['pieds plats', 'pied plat', 'pes planus', 'pied plat valgus', 'effondrement des voûtes', 'platypodie']	1.0
Q124407	polyphagie	Q653267	['C0020505', 'C0232461']	"['hyperphagie', 'polyphagie', 'alimentation excessive', 'appétit augmenté sai', 'appétit augmenté', 'faim excessive', ""stimulation de l'appetit"", 'appétit stimulé']"	0.5
Q3025883	polyphagie	Q653267	['C0020505', 'C0232461']	"['hyperphagie', 'polyphagie', 'alimentation excessive', 'appétit augmenté sai', 'appétit augmenté', 'faim excessive', ""stimulation de l'appetit"", 'appétit stimulé']"	0.5
Q2836	mutisme	Q671776	['C0026884']	['mutisme']	0.5
Q1432717	mutisme	Q671776	['C0026884']	['mutisme']	0.5
Q1472	gingivite	Q673083	['C0008684', 'C0017574', 'C0155937']	['gingivite chronique', 'inflammation gingivale', 'gingivite', 'gingivite aiguë']	1.0
Q1472	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q8282	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q12199	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q12204	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q29496	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q47912	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q180664	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q190564	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q264118	amaigrissement	Q718113	['C1262477']	['perte de poids', 'perte pds', 'amaigrissement', 'perte pondérale', 'poids diminué']	0.059
Q29017164	achalasie	Q661015	['C0014848']	"['achalasie oesophagienne', 'spasme du cardia', ""achalasie de l'oesophage"", 'achalasie du cardia', 'achalasie et cardiospasme', 'cardiospasme']"	1.0
Q190564	démence	Q83030	['C0154319', 'C0497327']	['autres troubles psychotiques séniles précisés', 'demence', 'démence sai', 'amentie', 'démence']	0.111
Q583908	démence	Q83030	['C0154319', 'C0497327']	['autres troubles psychotiques séniles précisés', 'demence', 'démence sai', 'amentie', 'démence']	0.111
Q1022718	démence	Q83030	['C0154319', 'C0497327']	['autres troubles psychotiques séniles précisés', 'demence', 'démence sai', 'amentie', 'démence']	0.111
Q1120682	démence	Q83030	['C0154319', 'C0497327']	['autres troubles psychotiques séniles précisés', 'demence', 'démence sai', 'amentie', 'démence']	0.111
Q1331905	démence	Q83030	['C0154319', 'C0497327']	['autres troubles psychotiques séniles précisés', 'demence', 'démence sai', 'amentie', 'démence']	0.111
Q4421929	démence	Q83030	['C0154319', 'C0497327']	['autres troubles psychotiques séniles précisés', 'demence', 'démence sai', 'amentie', 'démence']	0.111
Q272741	inflammation	Q101991	['C0021368']	['inflammations', 'inflammation sai', 'réaction inflammatoire', 'inflammation']	0.333
Q845698	inflammation	Q101991	['C0021368']	['inflammations', 'inflammation sai', 'réaction inflammatoire', 'inflammation']	0.333
Q3281303	inflammation	Q101991	['C0021368']	['inflammations', 'inflammation sai', 'réaction inflammatoire', 'inflammation']	0.333
Q1415275	paralysie	Q107231	n/a	n/a	0.25
Q5596834	paralysie	Q107231	n/a	n/a	0.25
Q176741	tuméfaction	Q109186	n/a	n/a	0.167
Q188297	tuméfaction	Q109186	n/a	n/a	0.167
Q203133	tuméfaction	Q109186	n/a	n/a	0.167
Q382370	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q683861	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q705906	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q706845	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q725345	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q2447562	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q2600216	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q11627066	empoisonnement	Q114953	['C0032343']	['intoxication', 'intoxication sai']	0.083
Q837054	rhinite	Q114085	['C0035455', 'C2718128']	['rhinite sai', 'rhinite', 'inflammation nasale']	1.0
Q49989	myoclonie	Q116275	['C0027066', 'C1854302']	['réflexes mycloniques', 'myoclonie', 'contractions myocloniques', 'contraction myoclonique']	0.5
Q11883686	myoclonie	Q116275	['C0027066', 'C1854302']	['réflexes mycloniques', 'myoclonie', 'contractions myocloniques', 'contraction myoclonique']	0.5
Q11085	spasticité	Q117060	['C0026838']	['spasticité musculaire', 'hypertonie pyramidale', 'spasticité', 'spasticite musculaire', 'hypertonie musculaire spastique']	1.0
Q12090	vomissement	Q127076	['C0042963']	['vomissement sai', 'vomissement', 'vomi']	0.026
Q12195	vomissement	Q127076	['C0042963']	['vomissement sai', 'vomissement', 'vomi']	0.026
